step|id|lat|lon|g|h|name
253|509843494|41.3562094|2.0720786|11.3968653|821.2537649|
254|278733476|41.3559373|2.0715308|11.4516917|821.1990473|
255|278733475|41.3558533|2.0713370|11.4703704|821.1803688|
256|278733474|41.3558256|2.0711009|11.4903158|821.1617480|
257|278733473|41.3560247|2.0706823|11.5316779|821.1424861|
258|509841840|41.3563116|2.0700357|11.5943701|821.1115923|
259|509808944|41.3563423|2.0697774|11.6161976|821.0946025|
260|1488980015|41.3566072|2.0691849|11.6737579|821.0664094|
261|278719379|41.3567383|2.0688915|11.7022568|821.0524456|
262|509810627|41.3567432|2.0688195|11.7082909|821.0475074|
263|278719378|41.3567625|2.0687295|11.7161032|821.0420651|
264|516243600|41.3568112|2.0686605|11.7240083|821.0397717|
265|1483524582|41.3568430|2.0686420|11.7278667|821.0401957|
266|1483524581|41.3568163|2.0684690|11.7426081|821.0261983|
267|1483524579|41.3567995|2.0681696|11.7676669|821.0036041|
268|510886824|41.3567423|2.0678989|11.7911388|820.9808471|
269|1483524575|41.3566830|2.0677529|11.8049942|820.9669964|
270|1483524571|41.3565888|2.0675207|11.8270240|820.9449742|
271|510886833|41.3563041|2.0668014|11.8948952|820.8771485|
272|1483485637|41.3563006|2.0665632|11.9147803|820.8597198|
273|509759804|41.3563767|2.0663384|11.9353630|820.8476734|Les Aigües
274|1483485651|41.3570367|2.0657421|12.0240361|820.8411224|
275|1483485653|41.3574031|2.0653905|12.0742463|820.8360024|
276|1483485654|41.3577369|2.0650220|12.1224500|820.8278554|
277|1483524647|41.3599775|2.0625882|12.4439053|820.7761212|
278|1483524645|41.3599469|2.0625413|12.4490917|820.7710310|
279|510617998|41.3599103|2.0625828|12.4544358|820.7720011|
280|1483524640|41.3598508|2.0625058|12.4636592|820.7631303|
281|707144005|41.3589067|2.0612829|12.6100753|820.6222928|
282|510617992|41.3588502|2.0611960|12.6196708|820.6128724|
283|1483524616|41.3587740|2.0610754|12.6328278|820.5999214|
284|510617989|41.3580302|2.0598986|12.7612302|820.4735332|
285|510617990|41.3576635|2.0601766|12.8081447|820.4732922|
286|510615553|41.3595474|2.0580266|13.0839736|820.4223668|
287|510615551|41.3600499|2.0573829|13.1614865|820.4037227|
288|510615543|41.3606877|2.0565417|13.2612791|820.3783214|
289|510615542|41.3610619|2.0563257|13.3066255|820.3834896|
290|318802813|41.3611893|2.0563088|13.3208618|820.3893447|
291|516242990|41.3612833|2.0562429|13.3326728|820.3898020|
292|318802814|41.3613366|2.0561723|13.3410300|820.3876588|
293|516242992|41.3613867|2.0560474|13.3528492|820.3814121|
294|416100700|41.3613961|2.0560009|13.3568682|820.3785726|
